MODEL,SCENARIO,REGION,VARIABLE,UNIT,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP1-19,World,CMIP6 Emissions|CO2,Mt CO2/yr,39152.73,39693.73,22847.27,10475.09,2050.36,-1525.98,-4476.97,-7308.78,-10565.02,-13889.79
IMAGE,SSP1-26,World,CMIP6 Emissions|CO2,Mt CO2/yr,39152.73,39804.01,34734.42,26509.18,17963.54,10527.98,4476.33,-3285.04,-8385.18,-8617.79
MESSAGE-GLOBIOM,SSP2-45,World,CMIP6 Emissions|CO2,Mt CO2/yr,39148.76,40647.53,43476.06,44252.9,43462.19,40196.48,35235.43,26838.37,16324.39,9682.86
AIM/CGE,SSP3-70 (Baseline),World,CMIP6 Emissions|CO2,Mt CO2/yr,39148.76,44808.04,52847.36,58497.97,62904.06,66568.37,70041.98,73405.23,77799.05,82725.83
AIM/CGE,SSP3-LowNTCF,World,CMIP6 Emissions|CO2,Mt CO2/yr,39148.76,44844.69,53046.21,59111.77,63754.72,68187.41,72401.35,76582.42,80950.53,85832.69
GCAM4,SSP4-34,World,CMIP6 Emissions|CO2,Mt CO2/yr,39152.73,39076.32,34459.3,27739.11,19838.77,15055.82,10855.74,3714.68,-5959.38,-14816.95
GCAM4,SSP4-60,World,CMIP6 Emissions|CO2,Mt CO2/yr,39152.73,39076.32,45167.91,48142.93,48377.87,47264.54,44673.58,37400.44,29631.15,21925.01
REMIND-MAGPIE,SSP5-34-OS,World,CMIP6 Emissions|CO2,Mt CO2/yr,39152.73,43712.63,55300.02,68774.63,50319.09,16582.67,-5768.06,-14855.33,-18556.24,-20311.38
REMIND-MAGPIE,SSP5-85 (Baseline),World,CMIP6 Emissions|CO2,Mt CO2/yr,39152.73,43712.35,55296.58,68775.7,83298.22,100338.61,116805.25,129647.04,130576.24,126287.31
